"3012537,Женский кожаный рюкзак-сумка (трансформер) ""Галилео Silver"",10139,https://xn--b1amp7bwb.com.ua/p636314250-zhenskij-kozhanyj-ryukzak.html,,шт.,0,,2018-10-27 00:00:00,2018-10-27 00:00:00,,1,"
"3012538,Женский кожаный рюкзак-сумка (трансформер) ""Галилео Black"",10141,https://xn--b1amp7bwb.com.ua/p636314159-zhenskij-kozhanyj-ryukzak.html,,шт.,0,,2018-10-27 00:00:00,2018-10-27 00:00:00,,1,"
"3012539,""Женский повседневный рюкзак, цвет серебро""""Рандеву"""""",10142,https://xn--b1amp7bwb.com.ua/p636302925-zhenskij-povsednevnyj-ryukzak.html,,шт.,1,,2018-10-27 00:00:00,2018-12-30 21:48:05,,1,15312"
"3012540,Женская повседневная сумка на плечо для формата А4 ""Каролина"",10143,https://xn--b1amp7bwb.com.ua/p636293181-zhenskaya-povsednevnaya-sumka.html,,шт.,1,,2018-10-27 00:00:00,2018-12-30 21:45:37,,1,17227"
"3012541,Веселый рюкзак с ушками ""Микки Beige"",10145,https://xn--b1amp7bwb.com.ua/p632946301-veselyj-ryukzak-ushkami.html,1-брак (расходится молния ),шт.,0,,2018-10-27 00:00:00,2018-12-30 21:48:22,,1,14422"
"3012542,Веселый рюкзак с ушками ""Микки Gray"",10146,https://xn--b1amp7bwb.com.ua/p632944113-veselyj-ryukzak-ushkami.html,,шт.,0,,2018-10-27 00:00:00,2018-12-30 21:43:45,,1,18279"
"3012543,Рюкзачок с паетками ""Бантик Purple"",10149,https://xn--b1amp7bwb.com.ua/p631082138-ryukzachok-paetkami-bantik.html,,шт.,0,,2018-10-27 00:00:00,2018-10-27 00:00:00,,1,"
"3012544,Женская кожаная сумка ""София Silver"",10150,https://xn--b1amp7bwb.com.ua/p631068003-zhenskaya-kozhanaya-sumka.html,,шт.,1,,2018-10-27 00:00:00,2018-12-30 21:45:39,,1,16814"
"3012545,Женский кожаный рюкзак ""Милла Dark Gray"",10151,https://xn--b1amp7bwb.com.ua/p631043583-zhenskij-kozhanyj-ryukzak.html,,шт.,1,,2018-10-27 00:00:00,2018-12-30 21:39:57,,1,19252"
"3012546,Женская кожаная сумка ""Пуговка 3 Red Wine"",10152,https://xn--b1amp7bwb.com.ua/p630310927-zhenskaya-kozhanaya-sumka.html,,шт.,1,,2018-10-27 00:00:00,2018-12-30 21:45:39,,1,16726"
"3012547,Женская кожаная сумка ""Синди 3 Red"",10154,https://xn--b1amp7bwb.com.ua/p630306470-zhenskaya-kozhanaya-sumka.html,,шт.,1,,2018-10-27 00:00:00,2018-12-30 21:45:39,,1,16761"
"3012548,""Женская повседневная сумка """"Michael Kors, Эрика Black"""""",10157,https://xn--b1amp7bwb.com.ua/p628900573-zhenskaya-povsednevnaya-sumka.html,""1 с золотой фурнитурой, 3 фурнитура серебро "",шт.,1,,2018-10-27 00:00:00,2018-12-30 21:45:38,,1,16892"
"3012549,Женский кожаный рюкзак-сумка (трансформер) ""Милла Black"",10161,https://xn--b1amp7bwb.com.ua/p628883691-zhenskij-kozhanyj-ryukzak.html,,шт.,1,,2018-10-27 00:00:00,2018-12-30 21:48:20,,1,14950"
"3012550,Женский кожаный рюкзак-сумка (трансформер) ""Милла Silver"",10162,https://xn--b1amp7bwb.com.ua/p628883094-zhenskij-kozhanyj-ryukzak.html,,шт.,1,,2018-10-27 00:00:00,2018-12-30 21:48:05,,1,15000"
