price_count;createdAt;updatedAt;accProductId;accPriceTypeId
50;2018-10-27 00:00:00;2018-10-27 00:00:00;3012750;1
40;2018-10-27 00:00:00;2018-10-27 00:00:00;3012751;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012752;1
40;2018-10-27 00:00:00;2018-10-27 00:00:00;3012753;1
54;2018-10-27 00:00:00;2018-10-27 00:00:00;3012754;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012755;1
60;2018-10-27 00:00:00;2018-10-27 00:00:00;3012756;1
38;2018-10-27 00:00:00;2018-10-27 00:00:00;3012757;1
31;2018-10-27 00:00:00;2018-10-27 00:00:00;3012758;1
41;2018-10-27 00:00:00;2018-10-27 00:00:00;3012759;1
40;2018-10-27 00:00:00;2018-10-27 00:00:00;3012760;1
44;2018-10-27 00:00:00;2018-10-27 00:00:00;3012761;1
25;2018-10-27 00:00:00;2018-10-27 00:00:00;3012762;1
42;2018-10-27 00:00:00;2018-10-27 00:00:00;3012763;1
10;2018-10-27 00:00:00;2018-10-27 00:00:00;3012764;1
18;2018-10-27 00:00:00;2018-10-27 00:00:00;3012765;1
56;2018-10-27 00:00:00;2018-10-27 00:00:00;3012766;1
56;2018-10-27 00:00:00;2018-10-27 00:00:00;3012767;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012768;1
54;2018-10-27 00:00:00;2018-10-27 00:00:00;3012769;1
48;2018-10-27 00:00:00;2018-10-27 00:00:00;3012770;1
48;2018-10-27 00:00:00;2018-10-27 00:00:00;3012771;1
30;2018-10-27 00:00:00;2018-10-27 00:00:00;3012772;1
50;2018-10-27 00:00:00;2018-10-27 00:00:00;3012773;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012774;1
13;2018-10-27 00:00:00;2018-10-27 00:00:00;3012775;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012776;1
50;2018-10-27 00:00:00;2018-10-27 00:00:00;3012777;1
23;2018-10-27 00:00:00;2018-10-27 00:00:00;3012778;1
67;2018-10-27 00:00:00;2018-10-27 00:00:00;3012779;1
40;2018-10-27 00:00:00;2018-10-27 00:00:00;3012780;1
23;2018-10-27 00:00:00;2018-10-27 00:00:00;3012781;1
40;2018-10-27 00:00:00;2018-10-27 00:00:00;3012782;1
25;2018-10-27 00:00:00;2018-10-27 00:00:00;3012783;1
20;2018-10-27 00:00:00;2018-10-27 00:00:00;3012784;1
50;2018-10-27 00:00:00;2018-10-27 00:00:00;3012785;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012786;1
48;2018-10-27 00:00:00;2018-10-27 00:00:00;3012787;1
34;2018-10-27 00:00:00;2018-10-27 00:00:00;3012788;1
40;2018-10-27 00:00:00;2018-10-27 00:00:00;3012789;1
49;2018-10-27 00:00:00;2018-10-27 00:00:00;3012790;1
35;2018-10-27 00:00:00;2018-10-27 00:00:00;3012791;1
45;2018-10-27 00:00:00;2018-10-27 00:00:00;3012792;1
25;2018-10-27 00:00:00;2018-10-27 00:00:00;3012793;1
42;2018-10-27 00:00:00;2018-10-27 00:00:00;3012794;1
30;2018-10-27 00:00:00;2018-10-27 00:00:00;3012795;1
50;2018-10-27 00:00:00;2018-10-27 00:00:00;3012796;1
50;2018-10-27 00:00:00;2018-10-27 00:00:00;3012797;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012798;1
25;2018-10-27 00:00:00;2018-10-27 00:00:00;3012799;1
40;2018-10-27 00:00:00;2018-10-27 00:00:00;3012800;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012801;1
72;2018-10-27 00:00:00;2018-10-27 00:00:00;3012802;1
72;2018-10-27 00:00:00;2018-10-27 00:00:00;3012803;1
30;2018-10-27 00:00:00;2018-10-27 00:00:00;3012804;1
51;2018-10-27 00:00:00;2018-10-27 00:00:00;3012805;1
64;2018-10-27 00:00:00;2018-10-27 00:00:00;3012806;1
65;2018-10-27 00:00:00;2018-10-27 00:00:00;3012807;1
63;2018-10-27 00:00:00;2018-10-27 00:00:00;3012808;1
60;2018-10-27 00:00:00;2018-10-27 00:00:00;3012809;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012810;1
65;2018-10-27 00:00:00;2018-10-27 00:00:00;3012811;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012812;1
26;2018-10-27 00:00:00;2018-10-27 00:00:00;3012813;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012814;1
30;2018-10-27 00:00:00;2018-10-27 00:00:00;3012815;1
40;2018-10-27 00:00:00;2018-10-27 00:00:00;3012816;1
7;2018-10-27 00:00:00;2018-10-27 00:00:00;3012817;1
22;2018-10-27 00:00:00;2018-10-27 00:00:00;3012818;1
8;2018-10-27 00:00:00;2018-10-27 00:00:00;3012819;1
12;2018-10-27 00:00:00;2018-10-27 00:00:00;3012820;1
29;2018-10-27 00:00:00;2018-10-27 00:00:00;3012821;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012822;1
25;2018-10-27 00:00:00;2018-10-27 00:00:00;3012823;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012824;1
10;2018-10-27 00:00:00;2018-10-27 00:00:00;3012825;1
23;2018-10-27 00:00:00;2018-10-27 00:00:00;3012826;1
8;2018-10-27 00:00:00;2018-10-27 00:00:00;3012827;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012828;1
9;2018-10-27 00:00:00;2018-10-27 00:00:00;3012829;1
13;2018-10-27 00:00:00;2018-10-27 00:00:00;3012830;1
12;2018-10-27 00:00:00;2018-10-27 00:00:00;3012831;1
6;2018-10-27 00:00:00;2018-10-27 00:00:00;3012832;1
30;2018-10-27 00:00:00;2018-10-27 00:00:00;3012833;1
30;2018-10-27 00:00:00;2018-10-27 00:00:00;3012834;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012835;1
23;2018-10-27 00:00:00;2018-10-27 00:00:00;3012836;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012837;1
26;2018-10-27 00:00:00;2018-10-27 00:00:00;3012838;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012839;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012840;1
0;2018-10-27 00:00:00;2018-10-27 00:00:00;3012841;1
